approximate_timing,mean,maxVal,diff,std,var,skewness,kurtosis_,median_abs_deviation_,max_deviation
1:31.5 - 1:32.8,-0.36884307861328125,31.0,31.36884307861328,3.7059519155344702,13.734079600253608,-0.3058335431914392,9.150715202176507,0.0,31.36884307861328
1:32.8 - 1:34.2,-0.36249542236328125,76.0,76.36249542236328,10.03528616162096,100.70696834562114,-0.18474081511786666,5.289222829579339,0.0,76.36249542236328
1:34.2 - 1:35.6,-0.36838531494140625,40.0,40.368385314941406,4.823437053213979,23.265545006317552,-0.24631110150693142,10.042408167707107,0.0,40.368385314941406
1:35.6 - 1:36.9,-0.3690643310546875,28.0,28.369064331054688,3.564143160805277,12.703116470715031,-0.24156481425157375,4.703132047643583,0.0,28.369064331054688
1:36.9 - 1:38.3,-0.36760711669921875,112.0,112.36760711669922,8.205027953708079,67.322483721131,0.06951339782500153,45.43719089874911,0.0,112.36760711669922
1:38.3 - 1:39.7,-0.36505126953125,56.0,56.36505126953125,5.852973734389842,34.25730153545737,-0.44824695314367946,22.97312421416475,0.0,68.63494873046875
1:39.7 - 1:41.0,-0.08943939208984375,61.0,61.089439392089844,4.30182465453047,18.505695358326193,-0.9884617396417912,46.748992899646645,0.0,63.910560607910156
1:41.0 - 1:42.4,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0
1:42.4 - 1:43.8,-0.4429473876953125,214.0,214.4429473876953,35.70290910430369,1274.6977185101714,-0.5881245814178951,7.80197702075024,0.0,258.5570526123047
1:43.8 - 1:45.1,-0.84686279296875,208.0,208.84686279296875,43.24246928455752,1869.9111498259008,-0.3641317016720041,4.054228787066766,0.0,262.15313720703125
1:45.1 - 1:46.5,-0.8394699096679688,154.0,154.83946990966797,30.118525181864822,907.1255591306253,-0.04068191307555543,3.100162861833603,0.0,159.16053009033203
1:46.5 - 1:47.9,-0.8284912109375,383.0,383.8284912109375,40.02508735551153,1602.007617816329,0.18218731873834784,10.636622376353088,0.0,383.8284912109375
1:47.9 - 1:49.2,-0.8355331420898438,203.0,203.83553314208984,18.595151517054116,345.77965994219994,0.08058734640283087,7.964065202874794,0.0,203.83553314208984
1:49.2 - 1:50.6,-0.8372268676757812,80.0,80.83722686767578,13.16481597760819,173.3123797242879,-0.2627425307862456,3.1562547601619224,0.0,91.16277313232422
1:50.6 - 1:52.0,-0.899169921875,32767.0,32767.899169921875,696.8982950680426,485667.23366874445,-0.5402865039295458,794.777093477628,0.0,32767.899169921875
1:52.0 - 1:53.3,-0.8524551391601562,394.0,394.85245513916016,13.5564743593077,183.7779970545671,0.6930203480072822,89.39774876787259,0.0,394.85245513916016
1:53.3 - 1:54.7,-0.8540802001953125,258.0,258.8540802001953,16.018300828750384,256.5859614403453,0.9522237719900155,41.06685375843511,0.0,258.8540802001953
1:54.7 - 1:56.1,-0.841766357421875,110.0,110.84176635742188,11.257578771216203,126.73307979013771,-0.27789914574029684,10.057166381864631,0.0,172.15823364257812
1:56.1 - 1:57.4,-0.8457565307617188,74.0,74.84575653076172,10.809879284301106,116.85349014116218,-0.3012483811123587,3.5529397983539335,0.0,78.15424346923828
1:57.4 - 1:58.8,-0.8443374633789062,102.0,102.8443374633789,9.950627713465007,99.01499189197784,-0.1624816483351713,6.019657144596273,0.0,102.8443374633789
1:58.8 - 2:0.1,-0.39715576171875,92.0,92.39715576171875,9.090945582992221,82.64529159292579,0.12929564938545582,15.463506639509973,0.0,92.39715576171875
2:0.1 - 2:1.5,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0
2:1.5 - 2:2.9,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0
2:2.9 - 2:4.2,-0.071685791015625,60.0,60.071685791015625,5.407514613644657,29.241214296780527,-0.29572798633736547,33.16063875583242,0.0,60.071685791015625
2:4.2 - 2:5.6,-0.3880767822265625,79.0,79.38807678222656,13.777580229043753,189.8217169677373,-0.03189172734644878,3.598436356117179,0.0,79.38807678222656
2:5.6 - 2:7.0,-0.39117431640625,65.0,65.39117431640625,9.566733909399101,91.5223976932466,-0.0612466008490082,4.840146680297948,0.0,65.39117431640625
2:7.0 - 2:8.3,-0.3882293701171875,36.0,36.38822937011719,7.552911179620286,57.0464672872331,-0.16323970381749095,2.7865695039242375,0.0,41.61177062988281
2:8.3 - 2:9.7,-0.38816070556640625,46.0,46.388160705566406,7.515960266011754,56.48965872026747,-0.18915741853934173,2.9991342458437193,0.0,46.388160705566406
2:9.7 - 2:11.1,-0.7193069458007812,32767.0,32767.7193069458,683.6291351445619,467348.79441850167,-4.57778268598867,1208.024196372303,0.0,32767.7193069458
2:11.1 - 2:12.4,-0.38788604736328125,45.0,45.38788604736328,7.697441055090004,59.25059879658511,-0.1776971330645441,3.6679717506403593,0.0,47.61211395263672
2:12.4 - 2:13.8,-0.39058685302734375,102.0,102.39058685302734,10.589073893244388,112.12848591658985,0.022921714184120333,9.968796700945095,0.0,113.60941314697266
2:13.8 - 2:15.2,-0.38637542724609375,139.0,139.3863754272461,15.351149453044508,235.65778952970868,0.08467616977692158,10.810156162228374,0.0,139.3863754272461
2:15.2 - 2:16.5,-0.23871612548828125,26.0,26.23871612548828,3.9425944101833768,15.544050683209207,-0.5697741230757487,6.965203576489305,0.0,27.76128387451172
2:16.5 - 2:17.9,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0
2:17.9 - 2:19.3,-0.08740234375,347.0,347.08740234375,23.107696941699917,533.9656579494476,1.260143488770951,58.219599723881856,0.0,347.08740234375
2:19.3 - 2:20.6,-0.3427886962890625,245.0,245.34278869628906,11.637377805754875,135.42856219387613,0.500263596434913,108.27618452071327,0.0,245.34278869628906
2:20.6 - 2:22.0,-0.35900115966796875,26.0,26.35900115966797,4.4574199754754105,19.86859283776721,-0.24783850911077537,3.213193719499122,0.0,27.64099884033203
2:22.0 - 2:23.4,-0.3582916259765625,26.0,26.358291625976562,3.8290057069072785,14.661284703528509,-0.409685619929142,3.6347435370330876,0.0,31.641708374023438
2:23.4 - 2:24.7,-0.382476806640625,32767.0,32767.38247680664,686.6884575389553,471541.03771722957,3.088459708037202,668.5619843032106,0.0,32767.38247680664
2:24.7 - 2:26.1,-0.35715484619140625,18.0,18.357154846191406,3.1758623411114106,10.08610160968965,-0.3891234024391067,3.2581781453504286,0.0,18.642845153808594
2:26.1 - 2:27.5,-0.3593902587890625,35.0,35.35939025878906,4.084520550114714,16.683308124309406,-0.2092289321590708,10.232109439150989,0.0,37.64060974121094
2:27.5 - 2:28.8,-0.3603057861328125,44.0,44.36030578613281,5.626871568352099,31.661683646729216,-0.17304887928522603,8.423229347564885,0.0,44.63969421386719
2:28.8 - 2:30.2,-0.21193695068359375,54.0,54.211936950683594,6.912752349522545,47.78614504582947,-0.08427425199969188,12.379160625718612,0.0,54.211936950683594
2:30.2 - 2:31.6,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0
2:31.6 - 2:32.9,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0
2:32.9 - 2:34.3,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0
2:34.3 - 2:35.6,-0.12561798095703125,78.0,78.12561798095703,9.128622386381926,83.33174667315325,-0.029803960880579777,9.8828436944092,0.0,78.12561798095703
2:35.6 - 2:37.0,-0.2913665771484375,82.0,82.29136657714844,15.110403211205874,228.3242852052208,0.0313864826265989,3.091448815321309,0.0,84.70863342285156
2:37.0 - 2:38.4,-0.27169036865234375,98.0,98.27169036865234,18.686422531917003,349.18238704133546,-0.01797602506806948,2.9024560789799025,0.0,98.27169036865234
2:38.4 - 2:39.7,-0.292510986328125,120.0,120.29251098632812,22.257666671350695,495.4037256529555,0.03523661576068823,3.0044410204254826,0.0,120.29251098632812
2:39.7 - 2:41.1,-0.27562713623046875,147.0,147.27562713623047,26.06145746625214,679.1995652652695,-0.02752853333013772,3.6367411952357154,0.0,161.72437286376953
2:41.1 - 2:42.5,-0.5516586303710938,32767.0,32767.55165863037,681.1930586858232,464023.9832017474,1.092246685960475,734.7255919875198,0.0,32767.55165863037
2:42.5 - 2:43.8,-0.27201080322265625,147.0,147.27201080322266,27.182147601789833,738.8691482454888,-0.03222817679916473,3.167314531894169,0.0,163.72798919677734
2:43.8 - 2:45.2,-0.26828765869140625,133.0,133.2682876586914,27.59035845771953,761.2278798254556,-0.28888562399682105,2.9748250511815844,0.0,157.7317123413086
2:45.2 - 2:46.6,-0.28337860107421875,139.0,139.28337860107422,21.01426021297047,441.5991322984337,-0.14492986751434717,3.965197247844717,0.0,139.28337860107422
2:46.6 - 2:47.9,-0.2609710693359375,88.0,88.26097106933594,18.505297592809217,342.4460389984306,-0.23776359279164602,3.3246401515438775,0.0,106.73902893066406
2:47.9 - 2:49.3,-0.28054046630859375,62.0,62.280540466308594,11.687298695349664,136.59295079432195,-0.10768099873538736,3.01900426128059,0.0,68.7194595336914
2:49.3 - 2:50.7,-0.28166961669921875,52.0,52.28166961669922,9.825034151448339,96.53129607712617,-0.12044693141612571,2.901680823874119,0.0,59.71833038330078
2:50.7 - 2:52.0,-0.2893524169921875,56.0,56.28935241699219,9.143615972086302,83.60571304499172,-0.1428901114671173,3.3189640554884,0.0,56.28935241699219
2:52.0 - 2:53.4,-0.01358795166015625,41.0,41.013587951660156,2.4620235696497885,6.0615600575110875,-0.32368607336678573,79.1702567538725,0.0,51.986412048339844
2:53.4 - 2:54.8,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0
2:54.8 - 2:56.1,-0.02234649658203125,1034.0,1034.022346496582,65.64512256288131,4309.28211629571,0.07112442344844852,63.33227199197346,0.0,1034.022346496582
2:56.1 - 2:57.5,-0.7705535888671875,1390.0,1390.7705535888672,220.15579615837422,48468.574582127614,0.01374541425433997,3.362832465466438,0.0,1421.2294464111328
2:57.5 - 2:58.9,-0.798126220703125,2291.0,2291.798126220703,237.46808013712783,56391.089084013365,0.05741330162492407,8.774509522736352,0.0,2291.798126220703
2:58.9 - 3:0.2,-0.8181076049804688,1769.0,1769.8181076049805,219.4550683908096,48160.52704241491,-0.001319804068915745,3.2651840060329063,0.0,1769.8181076049805
3:0.2 - 3:1.6,-1.4538116455078125,9921.0,9922.453811645508,571.8241936691651,326982.9084653908,-0.09848468446795916,68.68222140289099,0.0,9922.453811645508
3:1.6 - 3:3.0,-0.03562164306640625,14731.0,14731.035621643066,1058.034193083785,1119436.3537344565,0.5755245827435068,66.54791718167212,0.0,14731.035621643066
3:3.0 - 3:4.3,-0.7179107666015625,1289.0,1289.7179107666016,183.93975366283462,33833.83297754428,0.003907292019738743,3.3946724622476356,0.0,1289.7179107666016
3:4.3 - 3:5.7,-0.7379531860351562,26324.0,26324.737953186035,553.2396517998271,306074.11232359393,-1.770533575437034,1021.7165240005784,0.0,32767.262046813965
3:5.7 - 3:7.1,-0.790008544921875,8832.0,8832.790008544922,268.24401607320516,71954.85215908196,0.432886739431555,77.7854922766312,0.0,8832.790008544922
3:7.1 - 3:8.4,-0.7404861450195312,1445.0,1445.7404861450195,142.0511628416193,20178.532864656238,-0.03599501973128496,4.608315457132559,0.0,1592.2595138549805
3:8.4 - 3:9.8,-0.6916732788085938,5680.0,5680.691673278809,558.8126751839931,312271.60594629095,0.2825494882858204,23.68651228662188,0.0,5822.308326721191
3:9.8 - 3:11.1,-0.5858993530273438,3079.0,3079.5858993530273,412.03514785152333,169772.96306502668,0.0006991809185843598,10.781323432898706,0.0,3079.5858993530273
3:11.1 - 3:12.5,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0
3:12.5 - 3:13.9,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0
3:13.9 - 3:15.2,-0.2342529296875,216.0,216.2342529296875,19.151036609062487,366.7622032016516,-0.40659369764447845,37.84981422286415,0.0,218.7657470703125
3:15.2 - 3:16.6,-0.25677490234375,11.0,11.25677490234375,1.9875673753111762,3.9504240714013577,-0.3775731129120422,3.3646488258434095,0.0,12.74322509765625
3:16.6 - 3:18.0,-0.258514404296875,9.0,9.258514404296875,1.6779662736379253,2.8155708154663444,-0.4018002558381538,2.904446659921221,0.0,9.741485595703125
3:18.0 - 3:19.3,-0.30205535888671875,32767.0,32767.302055358887,647.4203936702834,419153.1661401847,-4.52161471450177,858.0052644737715,0.0,32767.697944641113
3:19.3 - 3:20.7,-0.25775909423828125,23.0,23.25775909423828,3.2477933100170286,10.548161384591367,-0.052482370708427775,7.026133384087029,0.0,23.25775909423828
3:20.7 - 3:22.1,-0.25801849365234375,86.0,86.25801849365234,8.566407618239731,73.38333948183572,-0.11049963566266532,25.52219395649507,0.0,86.25801849365234
3:22.1 - 3:23.4,-0.25740814208984375,290.0,290.25740814208984,11.568657403821721,133.83383412699914,0.7147348150628476,83.57925132525601,0.0,290.25740814208984
3:23.4 - 3:24.8,-0.25661468505859375,107.0,107.2566146850586,10.172330930862724,103.4763165669865,-0.09519263959523222,27.75385791358849,0.0,107.2566146850586
3:24.8 - 3:26.2,-0.2589569091796875,44.0,44.25895690917969,5.236977900947112,27.425937535008416,-0.01981214541178581,5.918642833887446,0.0,44.25895690917969
3:26.2 - 3:27.5,-0.2643890380859375,112.0,112.26438903808594,14.411959392608496,207.70457353419624,0.5778216845086196,15.209490700753015,0.0,112.26438903808594
3:27.5 - 3:28.9,-0.09613037109375,154.0,154.09613037109375,11.292682552867557,127.52467923983932,0.16948666514260552,38.588343546642676,0.0,157.90386962890625
3:28.9 - 3:30.3,-0.04750823974609375,27.0,27.047508239746094,1.8377301051362782,3.3772519393241964,-0.13447463667850876,34.39004055246927,0.0,27.047508239746094
3:30.3 - 3:31.6,-0.25608062744140625,37.0,37.256080627441406,5.599768207207888,31.357403974456247,-0.2943670722925361,5.28010254874529,0.0,45.743919372558594
3:31.6 - 3:33.0,-0.25678253173828125,73.0,73.25678253173828,8.165640953835803,66.67769218696048,0.4587591262780271,11.198631443898577,0.0,75.74321746826172
3:33.0 - 3:34.4,-0.2582244873046875,37.0,37.25822448730469,6.2751958772416,39.37808329774998,-0.10111039901407637,3.1040636079937123,0.0,42.74177551269531
3:34.4 - 3:35.7,0.9041976928710938,32767.0,32766.09580230713,659.3728718193269,434772.5840912665,8.414395694673754,1025.6321137518494,0.0,32768.90419769287
3:35.7 - 3:37.1,-0.250579833984375,56.0,56.250579833984375,9.302053424162864,86.52819790598005,0.07181911035393108,3.5958969893307904,0.0,56.250579833984375
3:37.1 - 3:38.5,-0.25933837890625,41.0,41.25933837890625,7.4344191739408325,55.27058845385909,-0.143420019424978,3.065936067534701,0.0,41.74066162109375
3:38.5 - 3:39.8,-0.24941253662109375,56.0,56.249412536621094,9.723424229680909,94.54497875034576,0.014544221205666395,3.213479012566668,0.0,56.249412536621094
3:39.8 - 3:41.2,-0.0352935791015625,51.0,51.03529357910156,4.3434906867283685,18.865911345696077,-0.9097756741882762,41.08473604545591,0.0,57.96470642089844
3:41.2 - 3:42.5,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0
3:42.5 - 3:43.9,-0.16249847412109375,93.0,93.1624984741211,12.979668768431399,168.47180133819347,-0.012490004803401334,6.20652916806403,0.0,93.1624984741211
3:43.9 - 3:45.3,-0.26165008544921875,109.0,109.26165008544922,20.134924240769195,405.4151741815149,-0.07631226291689251,2.932777684657921,0.0,109.26165008544922
3:45.3 - 3:46.6,-0.5394134521484375,32767.0,32767.53941345215,682.569046722026,465900.5035430152,1.1136369026538118,1040.5065232330498,0.0,32767.53941345215
3:46.6 - 3:48.0,-0.24906158447265625,80.0,80.24906158447266,16.49090658157749,271.94999988231575,-0.1200416672526736,2.9765181253755513,0.0,89.75093841552734
3:48.0 - 3:49.4,-0.27043914794921875,145.0,145.27043914794922,17.984868947082195,323.45551104372134,0.018004883549965676,3.2809321333138364,0.0,145.27043914794922
3:49.4 - 3:50.7,-0.25051116943359375,98.0,98.2505111694336,14.508296162716775,210.4906575451023,-0.05642962944202359,3.884513812868043,0.0,130.7494888305664
3:50.7 - 3:52.1,-0.10130594544491525,76.0,76.10130594544492,8.335122635482449,69.47426934853188,-0.0847360137429607,12.731706784859165,0.0,79.89869405455508
